fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
8,1;0,83;0,24;2,1;0,0840;5;13;0,9972;3,37;0,77;10,7;REGULAR-BUENO
12,9;0,35;0,49;5,8;0,0660;5;35;10014,0000;3,20;0,66;12,0;BUENO
11,2;0,50;0,74;5,2;0,1000;5;17;0,9996;3,22;0,62;11,2;REGULAR-MALO
9,2;0,59;0,24;3,3;0,1010;20;47;0,9988;3,26;0,67;9,6;REGULAR-MALO
9,5;0,46;0,49;6,3;0,0640;5;17;0,9988;3,21;0,73;11,0;REGULAR-BUENO
9,3;0,72;0,24;2,1;0,0700;5;20;0,9966;3,12;0,59;9,9;REGULAR-MALO
11,2;0,66;0,24;2,5;0,0850;16;53;0,9993;3,06;0,72;11,0;REGULAR-BUENO
14,3;0,31;0,74;1,8;0,0750;6;15;10008,0000;2,86;0,79;8,4;REGULAR-BUENO
9,1;0,47;0,49;2,6;0,0940;38;106;0,9982;3,08;0,59;9,1;REGULAR-MALO
7,5;0,55;0,24;2,0;0,0780;10;28;0,9983;3,45;0,78;9,5;REGULAR-BUENO
10,6;0,31;0,49;2,5;0,0670;6;21;0,9987;3,26;0,86;10,7;REGULAR-BUENO
12,4;0,35;0,49;2,6;0,0790;27;69;0,9994;3,12;0,75;10,4;REGULAR-BUENO
9,0;0,53;0,49;1,9;0,1710;6;25;0,9975;3,27;0,61;9,4;REGULAR-BUENO
6,8;0,51;0,01;2,1;0,0740;9;25;0,9958;3,33;0,56;9,5;REGULAR-BUENO
9,4;0,43;0,24;2,8;0,0920;14;45;0,9980;3,19;0,73;10,0;REGULAR-BUENO
9,5;0,46;0,24;2,7;0,0920;14;44;0,9980;3,12;0,74;10,0;REGULAR-BUENO
5,0;1,04;0,24;1,6;0,0500;32;96;0,9934;3,74;0,62;11,5;REGULAR-MALO
15,5;0,65;0,49;4,2;0,0950;10;23;100315,0000;2,92;0,74;11,1;REGULAR-MALO
15,5;0,65;0,49;4,2;0,0950;10;23;100315,0000;2,92;0,74;11,1;REGULAR-MALO
10,9;0,53;0,49;4,6;0,1180;10;17;10002,0000;3,07;0,56;11,7;REGULAR-BUENO
15,6;0,65;0,49;4,2;0,0950;10;23;100315,0000;2,92;0,74;11,1;REGULAR-MALO
10,9;0,53;0,49;4,6;0,1180;10;17;10002,0000;3,07;0,56;11,7;REGULAR-BUENO
13,0;0,47;0,49;4,3;0,0850;6;47;10021,0000;3,30;0,68;12,7;REGULAR-BUENO
12,7;0,60;0,49;2,8;0,0750;5;19;0,9994;3,14;0,57;11,4;REGULAR-MALO
9,0;0,44;0,49;2,4;0,0780;26;121;0,9978;3,23;0,58;9,2;REGULAR-MALO
9,0;0,54;0,49;2,9;0,0940;41;110;0,9982;3,08;0,61;9,2;REGULAR-MALO
7,6;0,29;0,49;2,7;0,0920;25;60;0,9971;3,31;0,61;10,1;REGULAR-BUENO
13,0;0,47;0,49;4,3;0,0850;6;47;10021,0000;3,30;0,68;12,7;REGULAR-BUENO
12,7;0,60;0,49;2,8;0,0750;5;19;0,9994;3,14;0,57;11,4;REGULAR-MALO
8,7;0,70;0,24;2,5;0,2260;5;15;0,9991;3,32;0,60;9,0;REGULAR-BUENO
8,7;0,70;0,24;2,5;0,2260;5;15;0,9991;3,32;0,60;9,0;REGULAR-BUENO
9,8;0,50;0,49;2,6;0,2500;5;20;0,9990;3,31;0,79;10,7;REGULAR-BUENO
6,2;0,36;0,24;2,2;0,0950;19;42;0,9946;3,57;0,57;11,7;REGULAR-BUENO
11,5;0,35;0,49;3,3;0,0700;10;37;10003,0000;3,32;0,91;11,0;REGULAR-BUENO
6,2;0,36;0,24;2,2;0,0950;19;42;0,9946;3,57;0,57;11,7;REGULAR-BUENO
10,2;0,24;0,49;2,4;0,0750;10;28;0,9978;3,14;0,61;10,4;REGULAR-MALO
10,5;0,59;0,49;2,1;0,0700;14;47;0,9991;3,30;0,56;9,6;MALO
10,6;0,34;0,49;3,2;0,0780;20;78;0,9992;3,19;0,70;10,0;REGULAR-BUENO
12,3;0,27;0,49;3,1;0,0790;28;46;0,9993;3,20;0,80;10,2;REGULAR-BUENO
9,9;0,50;0,24;2,3;0,1030;6;14;0,9978;3,34;0,52;10,0;MALO
8,8;0,44;0,49;2,8;0,0830;18;111;0,9982;3,30;0,60;9,5;REGULAR-MALO
8,8;0,47;0,49;2,9;0,0850;17;110;0,9982;3,29;0,60;9,8;REGULAR-MALO
10,6;0,31;0,49;2,2;0,0630;18;40;0,9976;3,14;0,51;9,8;REGULAR-BUENO
12,3;0,50;0,49;2,2;0,0890;5;14;10002,0000;3,19;0,44;9,6;REGULAR-MALO
12,3;0,50;0,49;2,2;0,0890;5;14;10002,0000;3,19;0,44;9,6;REGULAR-MALO
11,7;0,49;0,49;2,2;0,0830;5;15;1,0000;3,19;0,43;9,2;REGULAR-MALO
12,0;0,28;0,49;1,9;0,0740;10;21;0,9976;2,98;0,66;9,9;BUENO
11,8;0,33;0,49;3,4;0,0930;54;80;10002,0000;3,30;0,76;10,7;BUENO
7,6;0,51;0,24;2,4;0,0910;8;38;0,9980;3,47;0,66;9,6;REGULAR-BUENO
11,1;0,31;0,49;2,7;0,0940;16;47;0,9986;3,12;1,02;10,6;BUENO
7,3;0,73;0,24;1,9;0,1080;18;102;0,9967;3,26;0,59;9,3;REGULAR-MALO
5,0;0,42;0,24;2,0;0,0600;19;50;0,9917;3,72;0,74;14,0;MUY BUENO
10,2;0,29;0,49;2,6;0,0590;5;13;0,9976;3,05;0,74;10,5;BUENO
9,0;0,45;0,49;2,6;0,0840;21;75;0,9987;3,35;0,57;9,7;REGULAR-MALO
6,6;0,39;0,49;1,7;0,0700;23;149;0,9922;3,12;0,50;11,5;REGULAR-BUENO
9,0;0,45;0,49;2,6;0,0840;21;75;0,9987;3,35;0,57;9,7;REGULAR-MALO
9,9;0,49;0,58;3,5;0,0940;9;43;10004,0000;3,29;0,58;9,0;REGULAR-MALO
7,9;0,72;0,17;2,6;0,0960;20;38;0,9978;3,40;0,53;9,5;REGULAR-MALO
8,9;0,60;0,41;7,9;0,0860;30;109;0,9998;3,27;0,57;9,3;REGULAR-MALO
12,4;0,40;0,51;2,0;0,0590;6;24;0,9994;3,04;0,60;9,3;REGULAR-BUENO
11,9;0,58;0,58;1,9;0,0710;5;18;0,9980;3,09;0,63;10,0;REGULAR-BUENO
8,5;0,59;0,18;2,1;0,0780;5;30;0,9967;3,20;0,48;9,8;REGULAR-BUENO
12,7;0,59;0,45;2,3;0,0820;11;22;1,0000;3,00;0,70;9,3;REGULAR-BUENO
8,2;0,92;0,27;2,1;0,0880;7;23;0,9962;3,26;0,47;10,0;MALO
13,2;0,46;0,52;2,2;0,0710;12;35;10006,0000;3,10;0,56;9,0;REGULAR-BUENO
7,7;0,84;0,00;2,6;0,0810;6;14;0,9975;3,30;0,52;9,3;REGULAR-MALO
13,2;0,46;0,52;2,2;0,0710;12;35;10006,0000;3,10;0,56;9,0;REGULAR-BUENO
8,3;0,58;0,13;2,9;0,0960;14;63;0,9984;3,17;0,62;9,1;REGULAR-BUENO
8,3;0,60;0,13;2,6;0,0850;6;24;0,9984;3,31;0,59;9,2;REGULAR-BUENO
9,4;0,41;0,48;4,6;0,0720;10;20;0,9973;3,34;0,79;12,2;BUENO
8,8;0,48;0,41;3,3;0,0920;26;52;0,9982;3,31;0,53;10,5;REGULAR-BUENO
10,1;0,65;0,37;5,1;0,1100;11;65;10026,0000;3,32;0,64;10,4;REGULAR-BUENO
6,3;0,36;0,19;3,2;0,0750;15;39;0,9956;3,56;0,52;12,7;REGULAR-BUENO
8,8;0,24;0,54;2,5;0,0830;25;57;0,9983;3,39;0,54;9,2;REGULAR-MALO
13,2;0,38;0,55;2,7;0,0810;5;16;10006,0000;2,98;0,54;9,4;REGULAR-MALO
7,5;0,64;0,00;2,4;0,0770;18;29;0,9965;3,32;0,60;10,0;REGULAR-BUENO
8,2;0,39;0,38;1,5;0,0580;10;29;0,9962;3,26;0,74;9,8;REGULAR-MALO
9,2;0,76;0,18;2,2;0,1480;10;103;0,9969;2,87;1,36;10,2;REGULAR-BUENO
9,6;0,60;0,50;2,3;0,0790;28;71;0,9997;3,50;0,57;9,7;REGULAR-MALO
9,6;0,60;0,50;2,3;0,0790;28;71;0,9997;3,50;0,57;9,7;REGULAR-MALO
11,5;0,31;0,51;2,2;0,0790;14;28;0,9982;3,03;0,93;9,8;REGULAR-BUENO
11,4;0,46;0,50;2,7;0,1220;4;17;10006,0000;3,13;0,70;10,2;REGULAR-MALO
11,3;0,37;0,41;2,3;0,0880;6;16;0,9988;3,09;0,80;9,3;REGULAR-MALO
8,3;0,54;0,24;3,4;0,0760;16;112;0,9976;3,27;0,61;9,4;REGULAR-MALO
8,2;0,56;0,23;3,4;0,0780;14;104;0,9976;3,28;0,62;9,4;REGULAR-MALO
10,0;0,58;0,22;1,9;0,0800;9;32;0,9974;3,13;0,55;9,5;REGULAR-MALO
7,9;0,51;0,25;2,9;0,0770;21;45;0,9974;3,49;0,96;12,1;REGULAR-BUENO
6,8;0,69;0,00;5,6;0,1240;21;58;0,9997;3,46;0,72;10,2;REGULAR-MALO
6,8;0,69;0,00;5,6;0,1240;21;58;0,9997;3,46;0,72;10,2;REGULAR-MALO
8,8;0,60;0,29;2,2;0,0980;5;15;0,9988;3,36;0,49;9,1;REGULAR-MALO
8,8;0,60;0,29;2,2;0,0980;5;15;0,9988;3,36;0,49;9,1;REGULAR-MALO
8,7;0,54;0,26;2,5;0,0970;7;31;0,9976;3,27;0,60;9,3;REGULAR-BUENO
7,6;0,69;0,23;2,3;0,1110;20;84;0,9964;3,21;0,61;9,3;REGULAR-MALO
8,7;0,54;0,26;2,5;0,0970;7;31;0,9976;3,27;0,60;9,3;REGULAR-BUENO
10,4;0,28;0,54;2,7;0,1050;5;19;0,9988;3,25;0,63;9,5;REGULAR-MALO
7,6;0,41;0,14;3,0;0,0870;21;43;0,9964;3,32;0,57;10,5;REGULAR-BUENO
10,1;0,94;0,22;3,4;0,1050;11;86;1001,0000;3,43;0,64;11,3;MALO
7,9;0,35;0,21;1,9;0,0730;46;102;0,9964;3,27;0,58;9,5;REGULAR-MALO
8,7;0,84;0,00;1,4;0,0650;24;33;0,9954;3,27;0,55;9,7;REGULAR-MALO
9,6;0,88;0,28;2,4;0,0860;30;147;0,9979;3,24;0,53;9,4;REGULAR-MALO
9,5;0,89;0,27;2,3;0,0840;31;145;0,9978;3,24;0,53;9,4;REGULAR-MALO
7,7;0,92;0,12;2,2;0,1430;7;23;0,9964;3,35;0,65;10,2;BUENO
8,9;0,29;0,35;1,9;0,0670;25;57;0,9970;3,18;1,36;10,3;REGULAR-BUENO
9,9;0,54;0,45;2,3;0,0710;16;40;0,9991;3,39;0,62;9,4;REGULAR-MALO
9,5;0,59;0,44;2,3;0,0710;21;68;0,9992;3,46;0,63;9,5;REGULAR-MALO
9,9;0,54;0,45;2,3;0,0710;16;40;0,9991;3,39;0,62;9,4;REGULAR-MALO
9,5;0,59;0,44;2,3;0,0710;21;68;0,9992;3,46;0,63;9,5;REGULAR-MALO
9,9;0,54;0,45;2,3;0,0710;16;40;0,9991;3,39;0,62;9,4;REGULAR-MALO
7,8;0,64;0,10;6,0;0,1150;5;11;0,9984;3,37;0,69;10,1;BUENO
7,3;0,67;0,05;3,6;0,1070;6;20;0,9972;3,40;0,63;10,1;REGULAR-MALO
8,3;0,85;0,01;2,2;0,0700;5;14;0,9967;3,32;0,58;11,0;MALO
8,7;0,48;0,30;2,8;0,0660;10;28;0,9964;3,33;0,67;11,2;BUENO
6,7;0,42;0,27;8,6;0,0680;24;148;0,9948;3,16;0,57;11,3;REGULAR-BUENO
10,7;0,43;0,39;2,2;0,1060;8;32;0,9986;2,89;0,50;9,6;REGULAR-MALO
9,8;0,88;0,25;2,5;0,1040;35;155;1001,0000;3,41;0,67;11,2;REGULAR-MALO
15,9;0,36;0,65;7,5;0,0960;22;71;0,9976;2,98;0,84;14,9;REGULAR-MALO
9,4;0,33;0,59;2,8;0,0790;9;30;0,9976;3,12;0,54;12,0;REGULAR-BUENO
8,6;0,47;0,47;2,4;0,0740;7;29;0,9979;3,08;0,46;9,5;REGULAR-MALO
9,7;0,55;0,17;2,9;0,0870;20;53;10004,0000;3,14;0,61;9,4;REGULAR-MALO
10,7;0,43;0,39;2,2;0,1060;8;32;0,9986;2,89;0,50;9,6;REGULAR-MALO
12,0;0,50;0,59;1,4;0,0730;23;42;0,9980;2,92;0,68;10,5;BUENO
7,2;0,52;0,07;1,4;0,0740;5;20;0,9973;3,32;0,81;9,6;REGULAR-BUENO
7,1;0,84;0,02;4,4;0,0960;5;13;0,9970;3,41;0,57;11,0;MALO
7,2;0,52;0,07;1,4;0,0740;5;20;0,9973;3,32;0,81;9,6;REGULAR-BUENO
7,5;0,42;0,31;1,6;0,0800;15;42;0,9978;3,31;0,64;9,0;REGULAR-MALO
7,2;0,57;0,06;1,6;0,0760;9;27;0,9972;3,36;0,70;9,6;REGULAR-BUENO
10,1;0,28;0,46;1,8;0,0500;5;13;0,9974;3,04;0,79;10,2;REGULAR-BUENO
12,1;0,40;0,52;2,0;0,0920;15;54;1,0000;3,03;0,66;10,2;REGULAR-MALO
9,4;0,59;0,14;2,0;0,0840;25;48;0,9981;3,14;0,56;9,7;REGULAR-MALO
8,3;0,49;0,36;1,8;0,2220;6;16;0,9980;3,18;0,60;9,5;REGULAR-BUENO
11,3;0,34;0,45;2,0;0,0820;6;15;0,9988;2,94;0,66;9,2;REGULAR-BUENO
10,0;0,73;0,43;2,3;0,0590;15;31;0,9966;3,15;0,57;11,0;REGULAR-MALO
11,3;0,34;0,45;2,0;0,0820;6;15;0,9988;2,94;0,66;9,2;REGULAR-BUENO
6,9;0,40;0,24;2,5;0,0830;30;45;0,9959;3,26;0,58;10,0;REGULAR-MALO
8,2;0,73;0,21;1,7;0,0740;5;13;0,9968;3,20;0,52;9,5;REGULAR-MALO
9,8;1,24;0,34;2,0;0,0790;32;151;0,9980;3,15;0,53;9,5;REGULAR-MALO
8,2;0,73;0,21;1,7;0,0740;5;13;0,9968;3,20;0,52;9,5;REGULAR-MALO
10,8;0,40;0,41;2,2;0,0840;7;17;0,9984;3,08;0,67;9,3;REGULAR-BUENO
9,3;0,41;0,39;2,2;0,0640;12;31;0,9984;3,26;0,65;10,2;REGULAR-MALO
10,8;0,40;0,41;2,2;0,0840;7;17;0,9984;3,08;0,67;9,3;REGULAR-BUENO
8,6;0,80;0,11;2,3;0,0840;12;31;0,9979;3,40;0,48;9,9;REGULAR-MALO
8,3;0,78;0,10;2,6;0,0810;45;87;0,9983;3,48;0,53;10,0;REGULAR-MALO
10,8;0,26;0,45;3,3;0,0600;20;49;0,9972;3,13;0,54;9,6;REGULAR-MALO
13,3;0,43;0,58;1,9;0,0700;15;40;10004,0000;3,06;0,49;9,0;REGULAR-MALO
8,0;0,45;0,23;2,2;0,0940;16;29;0,9962;3,21;0,49;10,2;REGULAR-BUENO
8,5;0,46;0,31;2,3;0,0780;32;58;0,9980;3,33;0,54;9,8;REGULAR-MALO
8,1;0,78;0,23;2,6;0,0590;5;15;0,9970;3,37;0,56;11,3;REGULAR-MALO
9,8;0,98;0,32;2,3;0,0780;35;152;0,9980;3,25;0,48;9,4;REGULAR-MALO
8,1;0,78;0,23;2,6;0,0590;5;15;0,9970;3,37;0,56;11,3;REGULAR-MALO
7,1;0,65;0,18;1,8;0,0700;13;40;0,9970;3,44;0,60;9,1;REGULAR-MALO
9,1;0,64;0,23;3,1;0,0950;13;38;0,9998;3,28;0,59;9,7;REGULAR-MALO
7,7;0,66;0,04;1,6;0,0390;4;9;0,9962;3,40;0,47;9,4;REGULAR-MALO
8,1;0,38;0,48;1,8;0,1570;5;17;0,9976;3,30;1,05;9,4;REGULAR-MALO
7,4;1,19;0,00;4,3;0,0970;5;14;0,9966;3,63;0,54;10,7;MUY MALO
9,2;0,92;0,24;2,6;0,0870;12;93;0,9998;3,48;0,54;9,8;REGULAR-MALO
8,6;0,49;0,51;2,0;0,4220;16;62;0,9979;3,03;1,17;9,0;REGULAR-MALO
9,0;0,48;0,32;2,8;0,0840;21;122;0,9984;3,32;0,62;9,4;REGULAR-MALO
9,0;0,47;0,31;2,7;0,0840;24;125;0,9984;3,31;0,61;9,4;REGULAR-MALO
5,1;0,47;0,02;1,3;0,0340;18;44;0,9921;3,90;0,62;12,8;REGULAR-BUENO
7,0;0,65;0,02;2,1;0,0660;8;25;0,9972;3,47;0,67;9,5;REGULAR-BUENO
7,0;0,65;0,02;2,1;0,0660;8;25;0,9972;3,47;0,67;9,5;REGULAR-BUENO
9,4;0,62;0,28;3,2;0,0870;18;72;10001,0000;3,31;0,53;9,7;REGULAR-MALO
11,8;0,38;0,55;2,1;0,0710;5;19;0,9986;3,11;0,62;10,8;REGULAR-BUENO
10,6;1,02;0,43;2,9;0,0760;26;88;0,9984;3,08;0,57;10,1;REGULAR-BUENO
7,0;0,65;0,02;2,1;0,0660;8;25;0,9972;3,47;0,67;9,5;REGULAR-BUENO
7,0;0,64;0,02;2,1;0,0670;9;23;0,9970;3,47;0,67;9,4;REGULAR-BUENO
7,5;0,38;0,48;2,6;0,0730;22;84;0,9972;3,32;0,70;9,6;MALO
9,1;0,77;0,04;1,6;0,0780;4;14;0,9980;3,29;0,54;9,7;MALO
8,4;1,04;0,15;6,0;0,0730;11;54;0,9990;3,37;0,49;9,9;REGULAR-MALO
7,0;0,78;0,08;2,0;0,0930;10;19;0,9956;3,40;0,47;10,0;REGULAR-MALO
7,4;0,49;0,19;3,0;0,0770;16;37;0,9966;3,37;0,51;10,5;REGULAR-MALO
7,8;0,55;0,12;2,5;0,0680;11;35;0,9960;3,34;0,61;11,6;REGULAR-BUENO
9,7;0,31;0,47;1,6;0,0620;13;33;0,9983;3,27;0,66;10,0;REGULAR-BUENO
10,6;1,03;0,43;2,8;0,0800;21;84;0,9985;3,06;0,57;10,1;REGULAR-MALO
8,9;0,57;0,34;3,0;0,0930;16;112;0,9998;3,38;0,61;9,5;REGULAR-MALO
8,7;0,69;0,00;3,2;0,0840;13;33;0,9992;3,36;0,45;9,4;REGULAR-MALO
8,0;0,43;0,36;2,3;0,0750;10;48;0,9976;3,34;0,46;9,4;REGULAR-MALO
9,9;0,74;0,28;2,6;0,0780;21;77;0,9980;3,28;0,51;9,8;REGULAR-MALO
7,2;0,49;0,18;2,7;0,0690;13;34;0,9967;3,29;0,48;9,2;REGULAR-BUENO
8,0;0,43;0,36;2,3;0,0750;10;48;0,9976;3,34;0,46;9,4;REGULAR-MALO
7,6;0,46;0,11;2,6;0,0790;12;49;0,9968;3,21;0,57;10,0;REGULAR-MALO
8,4;0,56;0,04;2,0;0,0820;10;22;0,9976;3,22;0,44;9,6;REGULAR-MALO
7,1;0,66;0,00;3,9;0,0860;17;45;0,9976;3,46;0,54;9,5;REGULAR-MALO
8,4;0,56;0,04;2,0;0,0820;10;22;0,9976;3,22;0,44;9,6;REGULAR-MALO
8,9;0,48;0,24;2,9;0,0940;35;106;0,9982;3,10;0,53;9,2;REGULAR-MALO
7,6;0,42;0,08;2,7;0,0840;15;48;0,9968;3,21;0,59;10,0;REGULAR-MALO
7,1;0,31;0,30;2,2;0,0530;36;127;0,9965;2,94;1,62;9,5;REGULAR-MALO
7,5;1,12;0,10;3,1;0,0860;5;12;0,9958;3,54;0,60;11,2;MALO
9,0;0,66;0,17;3,0;0,0770;5;13;0,9976;3,29;0,55;10,4;REGULAR-MALO
8,1;0,72;0,09;2,8;0,0840;18;49;0,9994;3,43;0,72;11,1;REGULAR-BUENO
6,4;0,57;0,02;1,8;0,0670;4;11;0,9970;3,46;0,68;9,5;REGULAR-MALO
6,4;0,57;0,02;1,8;0,0670;4;11;0,9970;3,46;0,68;9,5;REGULAR-MALO
6,4;0,87;0,03;3,2;0,0710;27;58;0,9950;3,61;0,49;12,7;REGULAR-BUENO
9,5;0,55;0,66;2,3;0,3870;12;37;0,9982;3,17;0,67;9,6;REGULAR-MALO
8,9;0,88;0,13;3,5;0,0880;4;14;0,9994;3,44;0,52;11,5;REGULAR-MALO
7,3;0,84;0,03;2,1;0,0920;10;19;0,9966;3,39;0,47;9,6;REGULAR-MALO
7,0;0,45;0,34;2,7;0,0820;16;72;0,9980;3,55;0,60;9,5;REGULAR-MALO
7,7;0,56;0,20;2,0;0,0750;9;39;0,9987;3,48;0,62;9,3;REGULAR-MALO
7,7;0,97;0,10;2,1;0,1120;11;22;0,9963;3,26;0,50;9,5;REGULAR-MALO
7,7;0,97;0,10;2,1;0,1120;11;22;0,9963;3,26;0,50;9,5;REGULAR-MALO
8,2;0,59;0,00;2,5;0,0930;19;58;10002,0000;3,50;0,65;9,3;REGULAR-BUENO
9,0;0,46;0,23;2,8;0,0920;28;104;0,9983;3,10;0,56;9,2;REGULAR-MALO
9,0;0,69;0,00;2,4;0,0880;19;38;0,9990;3,35;0,60;9,3;REGULAR-MALO
8,3;0,76;0,29;4,2;0,0750;12;16;0,9965;3,45;0,68;11,5;REGULAR-BUENO
9,2;0,53;0,24;2,6;0,0780;28;139;0,9979;3,21;0,57;9,5;REGULAR-MALO
6,5;0,62;0,00;1,9;0,0650;9;18;0,9972;3,46;0,65;9,2;REGULAR-MALO
11,6;0,41;0,58;2,8;0,0960;25;101;100024,0000;3,13;0,53;10,0;REGULAR-MALO
11,1;0,39;0,54;2,7;0,0950;21;101;10001,0000;3,13;0,51;9,5;REGULAR-MALO
7,3;0,51;0,18;2,1;0,0700;12;28;0,9977;3,52;0,73;9,5;REGULAR-BUENO
8,2;0,34;0,38;2,5;0,0800;12;57;0,9978;3,30;0,47;9,0;REGULAR-BUENO
8,6;0,33;0,40;2,6;0,0830;16;68;0,9978;3,30;0,48;9,4;REGULAR-MALO
7,2;0,50;0,18;2,1;0,0710;12;31;0,9976;3,52;0,72;9,6;REGULAR-BUENO
7,3;0,51;0,18;2,1;0,0700;12;28;0,9977;3,52;0,73;9,5;REGULAR-BUENO
8,3;0,65;0,10;2,9;0,0890;17;40;0,9980;3,29;0,55;9,5;REGULAR-MALO
8,3;0,65;0,10;2,9;0,0890;17;40;0,9980;3,29;0,55;9,5;REGULAR-MALO
7,6;0,54;0,13;2,5;0,0970;24;66;0,9979;3,39;0,61;9,4;REGULAR-MALO
8,3;0,65;0,10;2,9;0,0890;17;40;0,9980;3,29;0,55;9,5;REGULAR-MALO
7,8;0,48;0,68;1,7;0,4150;14;32;0,9966;3,09;1,06;9,1;REGULAR-BUENO
7,8;0,91;0,07;1,9;0,0580;22;47;0,9953;3,51;0,43;10,7;REGULAR-BUENO
6,3;0,98;0,01;2,0;0,0570;15;33;0,9949;3,60;0,46;11,2;REGULAR-BUENO
8,1;0,87;0,00;2,2;0,0840;10;31;0,9966;3,25;0,50;9,8;REGULAR-MALO
8,1;0,87;0,00;2,2;0,0840;10;31;0,9966;3,25;0,50;9,8;REGULAR-MALO
8,8;0,42;0,21;2,5;0,0920;33;88;0,9982;3,19;0,52;9,2;REGULAR-MALO
9,0;0,58;0,25;2,8;0,0750;9;104;0,9978;3,23;0,57;9,7;REGULAR-MALO
9,3;0,66;0,26;2,0;0,0960;5;35;0,9974;3,25;0,42;9,6;REGULAR-MALO
8,8;0,70;0,00;1,7;0,0690;8;19;0,9970;3,31;0,53;10,0;REGULAR-BUENO
9,3;0,66;0,26;2,0;0,0960;5;35;0,9974;3,25;0,42;9,6;REGULAR-MALO
9,1;0,68;0,11;2,8;0,0930;11;44;0,9989;3,31;0,55;9,5;REGULAR-BUENO
9,2;0,67;0,10;3,0;0,0910;12;48;0,9989;3,31;0,54;9,5;REGULAR-BUENO
8,8;0,59;0,18;2,9;0,0890;12;74;0,9974;3,14;0,54;9,4;REGULAR-MALO
7,5;0,60;0,32;2,7;0,1030;13;98;0,9994;3,45;0,62;9,5;REGULAR-MALO
7,1;0,59;0,02;2,3;0,0820;24;94;0,9974;3,55;0,53;9,7;REGULAR-BUENO
7,9;0,72;0,01;1,9;0,0760;7;32;0,9967;3,39;0,54;9,6;REGULAR-MALO
7,1;0,59;0,02;2,3;0,0820;24;94;0,9974;3,55;0,53;9,7;REGULAR-BUENO
9,4;0,69;0,26;2,4;0,0820;23;143;0,9978;3,28;0,55;9,4;REGULAR-MALO
9,5;0,57;0,27;2,3;0,0820;23;144;0,9978;3,27;0,55;9,4;REGULAR-MALO
7,9;0,40;0,29;1,8;0,1570;1;44;0,9973;3,30;0,92;9,5;REGULAR-BUENO
7,9;0,40;0,30;1,8;0,1570;2;45;0,9973;3,31;0,91;9,5;REGULAR-BUENO
7,2;1,00;0,00;3,0;0,1020;7;16;0,9959;3,43;0,46;10,0;REGULAR-MALO
6,9;0,77;0,18;2,4;0,2430;6;48;0,9961;3,40;0,60;10,3;REGULAR-BUENO
6,9;0,64;0,17;2,4;0,2410;6;18;0,9961;3,40;0,59;10,3;REGULAR-BUENO
8,3;0,43;0,30;3,4;0,0790;7;34;0,9979;3,36;0,61;10,5;REGULAR-MALO
7,1;0,52;0,03;2,6;0,0760;21;92;0,9975;3,50;0,60;9,8;REGULAR-MALO
7,0;0,57;0,00;2,0;0,1900;12;45;0,9968;3,31;0,60;9,4;REGULAR-BUENO
6,5;0,46;0,14;2,4;0,1140;9;37;0,9973;3,66;0,65;9,8;REGULAR-MALO
9,0;0,82;0,05;2,4;0,0810;26;96;0,9981;3,36;0,53;10,0;REGULAR-MALO
6,5;0,46;0,14;2,4;0,1140;9;37;0,9973;3,66;0,65;9,8;REGULAR-MALO
7,1;0,59;0,01;2,5;0,0770;20;85;0,9975;3,55;0,59;9,8;REGULAR-MALO
9,9;0,35;0,41;2,3;0,0830;11;61;0,9982;3,21;0,50;9,5;REGULAR-MALO
9,9;0,35;0,41;2,3;0,0830;11;61;0,9982;3,21;0,50;9,5;REGULAR-MALO
10,0;0,56;0,24;2,2;0,0790;19;58;0,9991;3,18;0,56;10,1;REGULAR-BUENO
10,0;0,56;0,24;2,2;0,0790;19;58;0,9991;3,18;0,56;10,1;REGULAR-BUENO
8,6;0,63;0,17;2,9;0,0990;21;119;0,9980;3,09;0,52;9,3;REGULAR-MALO
7,4;0,37;0,43;2,6;0,0820;18;82;0,9971;3,33;0,68;9,7;REGULAR-BUENO
8,8;0,64;0,17;2,9;0,0840;25;130;0,9982;3,23;0,54;9,6;REGULAR-MALO
7,1;0,61;0,02;2,5;0,0810;17;87;0,9975;3,48;0,60;9,7;REGULAR-BUENO
7,7;0,60;0,00;2,6;0,0550;7;13;0,9964;3,38;0,56;10,8;REGULAR-MALO
10,1;0,27;0,54;2,3;0,0650;7;26;0,9953;3,17;0,53;12,5;REGULAR-BUENO
10,8;0,89;0,30;2,6;0,1320;7;60;0,9979;2,99;1,18;10,2;REGULAR-MALO
8,7;0,46;0,31;2,5;0,1260;24;64;0,9975;3,10;0,74;9,6;REGULAR-MALO
9,3;0,37;0,44;1,6;0,0380;21;42;0,9953;3,24;0,81;10,8;BUENO
9,4;0,50;0,34;3,6;0,0820;5;14;0,9987;3,29;0,52;10,7;REGULAR-BUENO
9,4;0,50;0,34;3,6;0,0820;5;14;0,9987;3,29;0,52;10,7;REGULAR-BUENO
7,2;0,61;0,08;4,0;0,0820;26;108;0,9964;3,25;0,51;9,4;REGULAR-MALO
8,6;0,55;0,09;3,3;0,0680;8;17;0,9974;3,23;0,44;10,0;REGULAR-MALO
5,1;0,59;0,00;1,7;0,0440;14;86;0,9926;3,56;0,94;12,9;BUENO
7,7;0,56;0,08;2,5;0,1140;14;46;0,9971;3,24;0,66;9,6;REGULAR-BUENO
